id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
27781,CA,5.5,75000,1930.0,148.0,116.0,547
27782,FL,4.3,55000,1420.0,109.0,88.0,142
27783,FL,4.7,55000,1170.0,114.0,82.0,946
27784,NY,5.0,72000,1440.0,141.0,112.0,443
27785,TN,3.8,53000,1040.0,103.0,80.0,338
27786,MI,5.7,57000,1320.0,107.0,87.0,852
27787,NY,4.9,72000,1610.0,139.0,109.0,893
27788,FL,4.8,55000,1250.0,112.0,87.0,648
27789,TX,4.5,61000,1700.0,107.0,88.0,499
27790,FL,4.9,55000,1420.0,118.0,88.0,135
27791,MI,5.5,57000,1320.0,97.0,75.0,834
27792,AZ,4.5,58000,1510.0,118.0,84.0,181
27793,CA,5.5,75000,1610.0,164.0,123.0,140
27794,TN,3.8,53000,1140.0,110.0,93.0,255
27795,TX,4.0,61000,1370.0,107.0,81.0,182
27796,PA,4.6,61000,1510.0,90.0,83.0,120
27797,TX,4.2,61000,1590.0,103.0,85.0,500
27798,MD,4.8,84000,2040.0,130.0,103.0,122
27799,GA,4.1,58000,1250.0,98.0,79.0,170
27800,TX,4.0,61000,1640.0,106.0,89.0,273
27801,TX,4.5,61000,1450.0,99.0,84.0,243
27802,TX,4.2,61000,1730.0,110.0,89.0,507
27803,TX,4.2,61000,1560.0,107.0,79.0,202
27804,VA,3.1,74000,1730.0,128.0,116.0,279
27805,TX,4.6,61000,1380.0,115.0,105.0,542
27806,TN,4.0,53000,1010.0,94.0,74.0,559
27807,NY,5.1,72000,1510.0,148.0,115.0,370
27808,NJ,5.2,82000,1820.0,124.0,112.0,822
27809,FL,4.8,55000,1250.0,115.0,87.0,957
27810,NY,4.6,72000,1520.0,142.0,120.0,898
27811,NC,3.7,54000,1350.0,111.0,83.0,107
27812,VA,3.9,74000,1710.0,124.0,114.0,956
27813,TX,3.9,61000,1500.0,113.0,84.0,213
27814,WI,4.1,60000,1470.0,106.0,76.0,656
27815,MI,5.4,57000,1500.0,87.0,74.0,479
27816,IN,4.3,55000,1360.0,89.0,79.0,433
27817,OH,4.5,56000,1390.0,98.0,70.0,966
27818,VA,3.7,74000,1910.0,119.0,107.0,230
27819,NY,4.7,72000,1780.0,135.0,105.0,914
27820,GA,3.9,58000,1370.0,98.0,89.0,975
27821,CA,5.7,75000,1630.0,160.0,139.0,832
27822,IL,5.3,65000,1510.0,108.0,95.0,665
27823,NC,4.4,54000,1120.0,113.0,91.0,281
27824,CA,5.5,75000,1860.0,163.0,135.0,370
27825,VA,3.4,74000,2070.0,118.0,96.0,811
27826,AZ,4.4,58000,1650.0,119.0,99.0,843
27827,FL,4.7,55000,1220.0,119.0,89.0,263
27828,TX,4.3,61000,1540.0,114.0,88.0,352
27829,TN,3.8,53000,1270.0,104.0,80.0,802
27830,IL,4.8,65000,1500.0,96.0,87.0,762
27831,IN,4.6,55000,1180.0,93.0,86.0,510
27832,NY,5.4,72000,1540.0,142.0,110.0,955
27833,MA,4.4,81000,1770.0,144.0,117.0,190
27834,CA,5.8,75000,1910.0,156.0,125.0,915
27835,VA,4.1,74000,1810.0,120.0,96.0,647
27836,MO,4.4,55000,1320.0,99.0,82.0,896
27837,TX,4.5,61000,1730.0,96.0,74.0,964
27838,GA,4.1,58000,1380.0,110.0,84.0,602
27839,FL,4.1,55000,1240.0,109.0,90.0,830
27840,NY,5.2,72000,1740.0,148.0,116.0,736
27841,FL,4.8,55000,1400.0,114.0,90.0,971
27842,NC,4.2,54000,1500.0,103.0,85.0,925
27843,IL,5.5,65000,1580.0,99.0,77.0,611
27844,IN,4.0,55000,1210.0,93.0,74.0,220
27845,TX,4.0,61000,1500.0,106.0,90.0,994
27846,CA,5.9,75000,1720.0,175.0,140.0,672
27847,PA,5.1,61000,1520.0,92.0,74.0,403
27848,TX,4.3,61000,1350.0,108.0,89.0,127
27849,IL,5.1,65000,1730.0,96.0,72.0,467
27850,VA,3.6,74000,1660.0,130.0,109.0,817
27851,GA,4.1,58000,1660.0,113.0,88.0,956
27852,WI,4.1,60000,1590.0,106.0,89.0,259
27853,IN,4.2,55000,1670.0,93.0,81.0,105
27854,GA,4.2,58000,1340.0,104.0,90.0,899
27855,CA,5.3,75000,1780.0,164.0,138.0,229
27856,MA,4.2,81000,1890.0,151.0,123.0,223
27857,WI,4.4,60000,1650.0,99.0,79.0,215
27858,IN,4.4,55000,1160.0,95.0,78.0,598
27859,NC,4.6,54000,1500.0,106.0,87.0,175
27860,TX,4.4,61000,1300.0,109.0,94.0,379
27861,IN,4.5,55000,1320.0,97.0,80.0,931
27862,PA,4.5,61000,1370.0,96.0,77.0,747
27863,OH,4.4,56000,1330.0,92.0,73.0,444
27864,PA,4.6,61000,1360.0,102.0,92.0,475
27865,MI,5.3,57000,1340.0,90.0,84.0,695
27866,FL,5.0,55000,1290.0,115.0,93.0,991
27867,AZ,4.5,58000,1380.0,111.0,90.0,683
27868,MD,4.5,84000,1850.0,135.0,115.0,388
27869,TX,4.5,61000,1470.0,110.0,93.0,598
27870,NC,4.7,54000,1300.0,107.0,86.0,220
27871,TX,4.1,61000,1600.0,110.0,86.0,964
27872,AZ,4.4,58000,1460.0,120.0,101.0,644
27873,NC,4.8,54000,1080.0,108.0,87.0,708
27874,NJ,5.5,82000,1860.0,136.0,122.0,627
27875,TX,4.3,61000,1460.0,106.0,84.0,593
27876,NY,5.7,72000,1890.0,138.0,117.0,476
27877,TX,4.0,61000,1420.0,111.0,95.0,855
27878,FL,4.7,55000,1190.0,120.0,99.0,320
27879,CA,5.7,75000,1910.0,151.0,127.0,293
27880,NJ,5.3,82000,2050.0,134.0,113.0,993
27881,CA,5.4,75000,1650.0,157.0,118.0,263
27882,FL,4.8,55000,1260.0,128.0,96.0,646
27883,MD,4.3,84000,1910.0,119.0,108.0,422
27884,TX,4.2,61000,1380.0,112.0,92.0,731
27885,FL,5.2,55000,1440.0,110.0,95.0,936
27886,PA,4.6,61000,1420.0,93.0,69.0,700
27887,GA,3.7,58000,1170.0,107.0,92.0,152
27888,MO,4.3,55000,1430.0,85.0,66.0,351
27889,OH,4.8,56000,1580.0,93.0,81.0,717
27890,PA,4.9,61000,1640.0,86.0,72.0,324
27891,WA,5.3,78000,2170.0,158.0,131.0,648
27892,TN,3.8,53000,1290.0,109.0,88.0,198
27893,CA,5.7,75000,1830.0,164.0,132.0,333
27894,WI,4.0,60000,1560.0,99.0,78.0,534
27895,MO,3.7,55000,1310.0,101.0,84.0,498
27896,FL,5.2,55000,1220.0,114.0,86.0,319
27897,VA,3.7,74000,1780.0,131.0,109.0,650
27898,CA,5.6,75000,1840.0,165.0,135.0,726
27899,FL,5.4,55000,1330.0,114.0,83.0,954
27900,CA,5.4,75000,1900.0,155.0,120.0,770
27901,TX,3.8,61000,1490.0,106.0,82.0,661
27902,AZ,4.8,58000,1270.0,117.0,86.0,657
27903,FL,4.8,55000,1250.0,121.0,94.0,253
27904,GA,4.6,58000,1550.0,100.0,85.0,348
27905,FL,4.7,55000,1540.0,122.0,90.0,294
27906,MA,4.3,81000,1760.0,140.0,107.0,906
27907,IL,5.3,65000,1450.0,107.0,100.0,628
27908,MD,4.7,84000,1860.0,133.0,109.0,961
27909,OH,4.5,56000,1200.0,91.0,74.0,485
27910,NC,4.7,54000,1270.0,104.0,88.0,552
27911,FL,4.5,55000,1410.0,114.0,87.0,684
27912,NY,4.7,72000,1630.0,141.0,115.0,411
27913,AZ,4.7,58000,1190.0,120.0,101.0,290
27914,WA,5.2,78000,1810.0,152.0,129.0,111
27915,TN,3.9,53000,1230.0,107.0,80.0,397
27916,IN,4.4,55000,1370.0,94.0,72.0,700
27917,MO,4.1,55000,1210.0,88.0,76.0,404
27918,GA,4.3,58000,1490.0,95.0,76.0,724
27919,TN,3.7,53000,1510.0,109.0,90.0,504
27920,MA,4.6,81000,1940.0,146.0,119.0,710
27921,CA,5.2,75000,1770.0,156.0,124.0,728
27922,AZ,4.8,58000,1260.0,113.0,91.0,348
27923,CA,5.9,75000,1710.0,159.0,128.0,698
27924,NY,4.9,72000,1610.0,132.0,105.0,898
27925,VA,3.1,74000,1780.0,121.0,103.0,266
27926,FL,4.8,55000,1600.0,113.0,93.0,704
27927,CA,5.9,75000,1780.0,155.0,128.0,188
27928,NC,4.4,54000,1500.0,110.0,100.0,479
27929,MI,5.4,57000,1400.0,96.0,80.0,803
27930,AZ,4.6,58000,1330.0,110.0,93.0,439
27931,MD,4.9,84000,1960.0,125.0,109.0,286
27932,CA,6.1,75000,1610.0,171.0,124.0,573
27933,OH,4.9,56000,1250.0,95.0,82.0,957
27934,MA,4.4,81000,1890.0,153.0,126.0,796
27935,WI,4.3,60000,1220.0,96.0,78.0,486
27936,TX,3.7,61000,1440.0,109.0,93.0,618
27937,IL,5.2,65000,1570.0,97.0,79.0,292
27938,NC,4.8,54000,1320.0,112.0,89.0,409
27939,TN,4.5,53000,1120.0,108.0,90.0,540
27940,FL,4.9,55000,1440.0,111.0,92.0,478
27941,CA,5.7,75000,1660.0,157.0,119.0,890
27942,WA,4.6,78000,1840.0,155.0,126.0,783
27943,NJ,4.9,82000,1730.0,130.0,112.0,216
27944,TX,4.2,61000,1570.0,107.0,87.0,743
27945,NY,5.6,72000,1650.0,144.0,110.0,178
27946,NC,4.0,54000,1320.0,105.0,87.0,415
27947,VA,3.8,74000,1950.0,121.0,98.0,152
27948,TX,4.4,61000,1380.0,109.0,88.0,212
27949,VA,3.8,74000,1910.0,126.0,101.0,577
27950,GA,4.0,58000,1320.0,110.0,91.0,335
27951,OH,4.6,56000,1260.0,98.0,77.0,994
27952,IN,4.9,55000,1360.0,95.0,77.0,483
27953,TX,4.0,61000,1490.0,102.0,81.0,804
27954,AZ,4.6,58000,1750.0,110.0,96.0,915
27955,TN,4.4,53000,1120.0,102.0,88.0,813
27956,TX,3.9,61000,1490.0,109.0,95.0,736
27957,FL,4.5,55000,1270.0,106.0,85.0,629
27958,FL,5.0,55000,1230.0,122.0,93.0,872
27959,MD,4.3,84000,1930.0,130.0,116.0,698
27960,MO,4.0,55000,1410.0,100.0,86.0,221
27961,GA,4.1,58000,1510.0,107.0,90.0,980
27962,NY,5.0,72000,1670.0,136.0,109.0,866
27963,WI,3.9,60000,1380.0,107.0,89.0,600
27964,NY,5.3,72000,1540.0,142.0,121.0,444
27965,VA,3.6,74000,1800.0,124.0,111.0,656
27966,OH,4.4,56000,1380.0,95.0,78.0,768
27967,MA,4.1,81000,1860.0,147.0,120.0,983
27968,NC,4.7,54000,1290.0,115.0,90.0,210
27969,VA,3.8,74000,1700.0,115.0,107.0,959
27970,WI,4.2,60000,1290.0,98.0,84.0,801
27971,CA,5.4,75000,1640.0,161.0,126.0,410
27972,FL,4.7,55000,1330.0,116.0,96.0,191
27973,MD,4.2,84000,2070.0,129.0,110.0,368
27974,PA,4.5,61000,1370.0,95.0,81.0,615
27975,NY,5.3,72000,1850.0,144.0,115.0,825
27976,TX,4.5,61000,1430.0,102.0,87.0,692
27977,NC,4.6,54000,1160.0,110.0,88.0,343
27978,OH,4.7,56000,1450.0,101.0,84.0,444
27979,AZ,3.9,58000,1240.0,113.0,85.0,536
27980,TX,4.1,61000,1490.0,104.0,84.0,738
27981,NY,4.8,72000,1450.0,141.0,119.0,232
27982,NC,4.7,54000,1280.0,105.0,93.0,398
27983,MI,5.2,57000,1440.0,102.0,76.0,770
27984,GA,4.2,58000,1190.0,105.0,90.0,246
27985,CA,5.8,75000,1880.0,149.0,123.0,971
27986,TN,3.9,53000,1330.0,111.0,82.0,289
27987,WI,4.0,60000,1510.0,103.0,93.0,156
27988,WA,4.9,78000,1780.0,163.0,126.0,360
27989,OH,4.3,56000,1320.0,81.0,72.0,828
27990,CA,5.5,75000,1780.0,158.0,123.0,547
27991,CA,5.7,75000,1720.0,161.0,131.0,359
27992,NJ,5.0,82000,1830.0,139.0,111.0,551
27993,TX,4.7,61000,1390.0,99.0,85.0,479
27994,FL,4.6,55000,1090.0,118.0,107.0,574
27995,FL,4.9,55000,1230.0,108.0,83.0,746
27996,WA,4.9,78000,1620.0,152.0,117.0,635
27997,PA,4.7,61000,1330.0,95.0,81.0,272
27998,NY,4.5,72000,1690.0,143.0,118.0,625
27999,GA,3.8,58000,1280.0,105.0,86.0,516
28000,CA,5.2,75000,1660.0,159.0,121.0,179
28001,MI,5.4,57000,1250.0,94.0,81.0,389
28002,TX,4.4,61000,1560.0,113.0,92.0,811
28003,GA,3.9,58000,1440.0,102.0,86.0,566
28004,CA,5.6,75000,1940.0,165.0,122.0,586
28005,PA,4.7,61000,1330.0,88.0,77.0,146
28006,TX,4.8,61000,1580.0,103.0,81.0,447
28007,NC,4.4,54000,1230.0,103.0,78.0,688
28008,CA,5.3,75000,1890.0,152.0,121.0,193
28009,CA,5.2,75000,1590.0,163.0,122.0,975
28010,CA,5.7,75000,1690.0,155.0,125.0,567
28011,FL,4.6,55000,1160.0,117.0,99.0,815
28012,PA,5.1,61000,1510.0,90.0,79.0,556
28013,MI,6.1,57000,1370.0,83.0,73.0,347
28014,OH,4.8,56000,1480.0,91.0,82.0,465
28015,MI,5.9,57000,1370.0,95.0,81.0,392
28016,VA,4.4,74000,1670.0,125.0,99.0,673
28017,IN,4.6,55000,1360.0,95.0,85.0,492
28018,PA,4.6,61000,1380.0,98.0,84.0,645
28019,MA,4.4,81000,2020.0,139.0,116.0,210
28020,WI,4.3,60000,1540.0,101.0,73.0,905
28021,CA,5.4,75000,1820.0,153.0,123.0,756
28022,CA,5.3,75000,1610.0,157.0,134.0,310
28023,MO,4.5,55000,1410.0,95.0,79.0,786
28024,IN,4.5,55000,1210.0,89.0,76.0,365
28025,TX,4.5,61000,1410.0,105.0,79.0,637
28026,TX,4.1,61000,1650.0,104.0,91.0,110
28027,MO,3.9,55000,1130.0,88.0,79.0,618
28028,AZ,4.7,58000,1330.0,115.0,102.0,299
28029,WA,5.2,78000,1920.0,162.0,137.0,125
28030,TX,4.1,61000,1400.0,104.0,97.0,706
28031,MI,5.2,57000,1330.0,95.0,88.0,550
28032,CA,5.9,75000,1850.0,162.0,121.0,514
28033,MI,5.0,57000,1300.0,96.0,81.0,581
28034,NY,4.7,72000,1610.0,141.0,119.0,949
28035,TX,4.0,61000,1510.0,103.0,90.0,546
28036,MD,4.3,84000,1820.0,125.0,105.0,705
28037,FL,5.0,55000,1350.0,115.0,89.0,134
28038,IL,4.6,65000,1540.0,105.0,94.0,758
28039,IL,5.1,65000,1330.0,97.0,90.0,423
28040,MI,5.2,57000,1260.0,89.0,76.0,221
28041,FL,5.0,55000,1440.0,118.0,94.0,551
28042,TX,4.2,61000,1380.0,98.0,78.0,353
28043,CA,5.6,75000,1770.0,163.0,129.0,363
28044,MI,5.0,57000,1590.0,96.0,76.0,287
28045,IN,4.4,55000,1290.0,103.0,82.0,542
28046,WA,5.0,78000,1870.0,151.0,120.0,906
28047,NC,4.3,54000,1330.0,111.0,87.0,384
28048,TX,4.3,61000,1380.0,96.0,80.0,513
28049,FL,4.6,55000,1460.0,114.0,90.0,758
28050,MI,5.2,57000,1370.0,81.0,72.0,300
28051,TX,3.8,61000,1790.0,97.0,78.0,461
28052,CA,5.2,75000,1630.0,161.0,124.0,218
28053,IL,5.3,65000,1440.0,90.0,84.0,886
28054,IN,4.9,55000,1360.0,95.0,72.0,349
28055,TX,4.2,61000,1410.0,100.0,88.0,497
28056,MA,4.6,81000,1930.0,139.0,119.0,183
28057,TX,4.3,61000,1520.0,101.0,81.0,891
28058,NC,4.0,54000,1110.0,110.0,90.0,833
28059,NY,5.5,72000,1840.0,134.0,117.0,967
28060,CA,5.5,75000,1710.0,159.0,128.0,613
28061,IL,4.7,65000,1480.0,101.0,84.0,995
28062,NY,4.6,72000,1680.0,127.0,105.0,724
28063,CA,5.2,75000,1800.0,155.0,125.0,245
28064,MA,4.1,81000,1880.0,148.0,113.0,362
28065,NC,4.5,54000,1220.0,110.0,87.0,300
28066,CA,5.0,75000,1570.0,160.0,125.0,582
28067,WA,4.7,78000,1930.0,159.0,133.0,475
28068,OH,4.5,56000,1400.0,83.0,79.0,964
28069,NJ,5.6,82000,2100.0,142.0,109.0,444
28070,MO,4.1,55000,1250.0,92.0,81.0,979
28071,MD,4.4,84000,2120.0,132.0,110.0,783
28072,GA,3.9,58000,1690.0,108.0,87.0,226
28073,MI,5.9,57000,1440.0,85.0,78.0,155
28074,MD,4.7,84000,2110.0,124.0,100.0,781
28075,MI,5.5,57000,1400.0,103.0,79.0,611
28076,MD,4.6,84000,2010.0,135.0,114.0,425
28077,TX,4.4,61000,1280.0,104.0,80.0,680
28078,FL,5.0,55000,1150.0,107.0,88.0,865
28079,TX,4.5,61000,1240.0,103.0,85.0,777
28080,TX,4.3,61000,1270.0,99.0,91.0,699
28081,NC,4.8,54000,1570.0,118.0,89.0,137
28082,MD,4.3,84000,2130.0,136.0,111.0,549
28083,IL,5.4,65000,1530.0,103.0,87.0,651
28084,FL,4.5,55000,1150.0,116.0,86.0,504
28085,CA,5.8,75000,1850.0,162.0,126.0,464
28086,TX,4.1,61000,1440.0,107.0,88.0,646
28087,NY,4.8,72000,1670.0,145.0,117.0,334
28088,IL,4.9,65000,1570.0,101.0,94.0,284
28089,NC,4.3,54000,1370.0,113.0,81.0,945
28090,MD,4.2,84000,1960.0,130.0,109.0,801
28091,AZ,4.4,58000,1450.0,110.0,89.0,933
28092,IN,4.6,55000,1380.0,98.0,81.0,917
28093,CA,5.6,75000,1650.0,153.0,122.0,395
28094,CA,5.7,75000,1600.0,159.0,127.0,598
28095,NY,5.3,72000,1750.0,149.0,122.0,442
28096,AZ,4.4,58000,1350.0,112.0,87.0,535
28097,TX,4.0,61000,1330.0,116.0,88.0,710
28098,CA,5.5,75000,1680.0,164.0,132.0,363
28099,MA,3.8,81000,2190.0,146.0,119.0,605
28100,IL,5.2,65000,1480.0,101.0,89.0,832
28101,NC,4.9,54000,1250.0,110.0,95.0,774
28102,MO,4.2,55000,1480.0,95.0,77.0,402
28103,TX,3.9,61000,1240.0,108.0,96.0,708
28104,TX,3.9,61000,1710.0,103.0,91.0,264
28105,AZ,4.2,58000,1550.0,121.0,92.0,137
28106,VA,4.3,74000,1560.0,114.0,99.0,626
28107,TN,3.7,53000,1420.0,112.0,84.0,415
28108,TX,4.0,61000,1430.0,106.0,83.0,782
28109,TN,3.7,53000,1310.0,107.0,87.0,170
28110,OH,4.9,56000,1390.0,104.0,89.0,264
28111,MA,3.8,81000,1850.0,143.0,116.0,259
28112,PA,4.9,61000,1440.0,89.0,77.0,832
28113,MO,4.2,55000,1420.0,86.0,64.0,814
28114,TX,4.2,61000,1540.0,106.0,86.0,696
28115,TX,4.0,61000,1580.0,112.0,93.0,620
28116,GA,4.3,58000,1390.0,105.0,77.0,376
28117,CA,4.7,75000,1740.0,167.0,130.0,626
28118,FL,4.3,55000,1140.0,120.0,93.0,669
28119,MD,4.4,84000,1870.0,131.0,112.0,896
28120,IL,5.1,65000,1560.0,102.0,82.0,696
28121,MO,4.4,55000,1270.0,93.0,76.0,705
28122,CA,5.8,75000,1810.0,161.0,123.0,777
28123,FL,5.1,55000,1240.0,115.0,92.0,813
28124,IL,5.6,65000,1620.0,103.0,85.0,708
28125,TX,4.0,61000,1290.0,107.0,89.0,239
28126,FL,4.8,55000,1140.0,116.0,92.0,108
28127,WA,4.9,78000,1970.0,157.0,130.0,138
28128,MA,4.6,81000,1910.0,152.0,126.0,174
28129,NY,5.3,72000,1690.0,137.0,113.0,366
28130,FL,4.7,55000,1470.0,118.0,84.0,263
28131,MI,5.2,57000,1370.0,97.0,87.0,676
28132,WA,4.9,78000,2020.0,150.0,121.0,323
28133,IL,5.7,65000,1480.0,96.0,81.0,428
28134,FL,4.8,55000,1390.0,118.0,94.0,954
28135,CA,5.5,75000,1810.0,159.0,125.0,825
28136,NJ,4.9,82000,1930.0,135.0,112.0,708
28137,MI,5.9,57000,1430.0,92.0,70.0,213
28138,FL,5.3,55000,1280.0,114.0,83.0,624
28139,TN,3.9,53000,1380.0,102.0,85.0,386
28140,GA,3.6,58000,1290.0,104.0,85.0,680
28141,MA,4.6,81000,1780.0,143.0,122.0,902
28142,AZ,4.4,58000,1270.0,116.0,92.0,194
28143,VA,4.1,74000,1780.0,124.0,99.0,145
28144,AZ,4.5,58000,1300.0,111.0,88.0,154
28145,CA,5.3,75000,1620.0,158.0,127.0,270
28146,PA,4.3,61000,1370.0,97.0,82.0,166
28147,CA,6.1,75000,1730.0,164.0,132.0,250
28148,MO,4.2,55000,1330.0,92.0,81.0,968
28149,CA,5.2,75000,1760.0,163.0,135.0,960
28150,VA,3.4,74000,1760.0,125.0,111.0,686
28151,MO,4.4,55000,1580.0,93.0,76.0,598
28152,AZ,5.0,58000,1190.0,107.0,81.0,984
28153,MD,4.4,84000,1880.0,123.0,100.0,553
28154,TX,4.6,61000,1570.0,108.0,81.0,918
28155,NJ,5.0,82000,2050.0,136.0,120.0,744
28156,CA,5.0,75000,1880.0,161.0,123.0,171
28157,NY,5.1,72000,1620.0,140.0,118.0,753
28158,OH,4.2,56000,1270.0,93.0,93.0,889
28159,FL,4.5,55000,1310.0,111.0,84.0,119
28160,NC,4.4,54000,1310.0,111.0,83.0,481
28161,PA,4.3,61000,1330.0,96.0,80.0,127
28162,NY,4.7,72000,1500.0,136.0,107.0,604
28163,MD,3.8,84000,2140.0,140.0,127.0,428
28164,NC,4.4,54000,1190.0,119.0,98.0,655
28165,TX,4.3,61000,1350.0,103.0,92.0,319
28166,PA,4.5,61000,1240.0,94.0,87.0,454
28167,MO,4.5,55000,1450.0,93.0,78.0,988
28168,PA,4.7,61000,1490.0,95.0,77.0,556
28169,NY,5.3,72000,1610.0,140.0,118.0,930
28170,CA,5.6,75000,1510.0,164.0,124.0,104
28171,NY,4.6,72000,1700.0,140.0,105.0,159
28172,WI,4.2,60000,1430.0,110.0,92.0,515
28173,FL,4.1,55000,1400.0,114.0,98.0,503
28174,FL,4.9,55000,1350.0,122.0,91.0,303
28175,TX,4.4,61000,1530.0,99.0,91.0,119
28176,TX,3.9,61000,1330.0,99.0,78.0,417
28177,CA,5.7,75000,1840.0,159.0,130.0,438
28178,NY,5.3,72000,1750.0,139.0,106.0,494
28179,WI,3.7,60000,1460.0,105.0,84.0,406
28180,WI,4.3,60000,1450.0,97.0,92.0,179
28181,WI,3.4,60000,1440.0,100.0,84.0,287
28182,OH,4.6,56000,1510.0,95.0,79.0,129
28183,CA,5.9,75000,1670.0,165.0,138.0,607
28184,CA,6.0,75000,1820.0,156.0,127.0,448
28185,WI,3.6,60000,1520.0,94.0,82.0,717
28186,TX,4.3,61000,1490.0,97.0,77.0,260
28187,PA,4.6,61000,1480.0,98.0,90.0,128
28188,TX,4.4,61000,1680.0,102.0,88.0,637
28189,TN,4.3,53000,1240.0,103.0,78.0,823
28190,NJ,5.3,82000,1700.0,147.0,122.0,334
28191,CA,5.4,75000,1820.0,162.0,124.0,725
28192,CA,5.5,75000,1740.0,159.0,117.0,702
28193,NY,4.4,72000,1710.0,137.0,112.0,912
28194,WA,5.2,78000,1670.0,159.0,119.0,214
28195,TX,4.7,61000,1520.0,100.0,83.0,334
28196,CA,5.1,75000,1780.0,169.0,124.0,678
28197,CA,5.5,75000,1830.0,167.0,135.0,785
28198,NJ,4.7,82000,1910.0,132.0,118.0,640
28199,OH,5.1,56000,1240.0,85.0,74.0,952
28200,TN,4.0,53000,1250.0,98.0,78.0,115
28201,TX,4.2,61000,1410.0,98.0,81.0,765
28202,TX,4.8,61000,1350.0,104.0,79.0,842
28203,WI,4.1,60000,1330.0,94.0,79.0,720
28204,IL,4.7,65000,1440.0,102.0,90.0,688
28205,NC,4.3,54000,1450.0,108.0,87.0,502
28206,NJ,5.1,82000,2040.0,135.0,114.0,868
28207,FL,4.8,55000,1160.0,117.0,85.0,284
28208,VA,3.7,74000,1840.0,130.0,107.0,648
28209,FL,4.6,55000,1250.0,120.0,98.0,991
28210,IL,5.0,65000,1460.0,97.0,86.0,758
28211,FL,5.1,55000,1410.0,108.0,81.0,560
28212,OH,4.8,56000,1340.0,84.0,72.0,569
28213,CA,5.6,75000,1720.0,162.0,122.0,745
28214,TX,3.7,61000,1390.0,104.0,89.0,155
28215,NJ,4.7,82000,1880.0,135.0,112.0,626
28216,TX,4.4,61000,1580.0,110.0,87.0,811
28217,MO,4.0,55000,1470.0,93.0,77.0,241
28218,IL,5.4,65000,1390.0,109.0,82.0,216
28219,PA,4.3,61000,1260.0,95.0,78.0,559
28220,NY,4.7,72000,1580.0,134.0,111.0,727
28221,GA,4.3,58000,1250.0,106.0,80.0,987
28222,GA,4.0,58000,1350.0,95.0,74.0,290
28223,MD,4.0,84000,1640.0,131.0,105.0,360
28224,FL,4.7,55000,1230.0,117.0,94.0,787
28225,PA,4.5,61000,1480.0,97.0,84.0,155
28226,VA,3.6,74000,1610.0,130.0,102.0,333
28227,IL,5.3,65000,1570.0,102.0,90.0,459
28228,FL,4.6,55000,1210.0,110.0,97.0,554
28229,GA,4.3,58000,1320.0,110.0,94.0,955
28230,CA,5.7,75000,1930.0,160.0,139.0,688
28231,FL,4.5,55000,1260.0,118.0,100.0,415
28232,CA,5.8,75000,1680.0,160.0,120.0,111
28233,IL,5.0,65000,1340.0,99.0,91.0,390
28234,WA,5.2,78000,1850.0,154.0,124.0,562
28235,OH,5.3,56000,1290.0,85.0,66.0,257
28236,WI,4.0,60000,1410.0,93.0,85.0,824
28237,MO,4.0,55000,1500.0,96.0,74.0,422
28238,WA,5.0,78000,1880.0,153.0,126.0,375
28239,MO,4.2,55000,1320.0,85.0,73.0,449
28240,MI,6.0,57000,1410.0,98.0,82.0,282
28241,GA,3.7,58000,1780.0,107.0,83.0,233
28242,MA,4.1,81000,1760.0,142.0,112.0,251
28243,FL,4.5,55000,1350.0,117.0,90.0,526
28244,NC,4.2,54000,1540.0,109.0,83.0,979
28245,NY,4.8,72000,1620.0,134.0,117.0,379
28246,PA,5.0,61000,1430.0,100.0,85.0,778
28247,GA,4.1,58000,1260.0,108.0,86.0,107
28248,GA,3.6,58000,1520.0,110.0,84.0,390
28249,NJ,4.9,82000,1890.0,137.0,118.0,266
28250,NC,4.7,54000,1190.0,111.0,92.0,878
28251,NY,5.7,72000,1990.0,150.0,110.0,166
28252,CA,5.5,75000,1910.0,159.0,120.0,778
28253,CA,5.9,75000,1700.0,164.0,132.0,219
28254,WA,5.0,78000,1820.0,152.0,117.0,438
28255,IL,4.2,65000,1520.0,108.0,94.0,791
28256,TX,4.3,61000,1750.0,106.0,87.0,826
28257,NY,5.5,72000,1470.0,138.0,111.0,624
28258,FL,4.6,55000,1240.0,111.0,93.0,655
28259,IN,3.7,55000,1370.0,94.0,80.0,984
28260,CA,5.7,75000,1920.0,156.0,135.0,676
28261,CA,5.3,75000,1540.0,162.0,132.0,529
28262,PA,4.3,61000,1690.0,99.0,83.0,651
28263,MA,4.2,81000,2220.0,143.0,120.0,403
28264,VA,4.0,74000,1840.0,129.0,105.0,174
28265,AZ,4.9,58000,1230.0,110.0,89.0,916
28266,CA,5.4,75000,1790.0,159.0,123.0,833
28267,GA,3.9,58000,1230.0,97.0,74.0,256
28268,TX,4.2,61000,1370.0,108.0,95.0,701
28269,CA,5.8,75000,1570.0,155.0,120.0,407
28270,MA,4.1,81000,1810.0,150.0,127.0,866
28271,WI,4.0,60000,1390.0,105.0,82.0,533
28272,VA,3.9,74000,1730.0,120.0,107.0,894
28273,CA,5.6,75000,1700.0,156.0,120.0,335
28274,FL,4.9,55000,1370.0,118.0,86.0,803
28275,PA,5.1,61000,1510.0,98.0,88.0,160
28276,NY,5.3,72000,1700.0,143.0,118.0,343
